,main_file,label_img,sub_level_file
278,JBR04540,IMG_LOT_CODE_SYMBOL_BW.png,JBR04540_L2_10.png
279,JBR04540,IMG_LOT_CODE_SYMBOL_BW.png,JBR04540_L2_2.png
280,JBR04540,IMG_LOT_CODE_SYMBOL_BW.png,JBR04540_L2_3.png
281,JBR04540,IMG_LOT_CODE_SYMBOL_BW.png,JBR04540_L2_3_6.png
282,JBR04540,IMG_LOT_CODE_SYMBOL_BW.png,JBR04540_L2_4.png
283,JBR04355,IMG_LOT_CODE_SYMBOL_BW.png,JBR04355_L2_1.png
284,JBR04355,IMG_LOT_CODE_SYMBOL_BW.png,JBR04355_L2_2.png
285,JBR04355,IMG_LOT_CODE_SYMBOL_BW.png,JBR04355_L2_2_6.png
286,JBR04355,IMG_LOT_CODE_SYMBOL_BW.png,JBR04355_L2_3.png
287,JBR04355,IMG_LOT_CODE_SYMBOL_BW.png,JBR04355_L2_6.png
288,JBR04514,IMG_LOT_CODE_SYMBOL_BW.png,JBR04514_L0_4.png
289,JBR04514,IMG_LOT_CODE_SYMBOL_BW.png,JBR04514_L2_1_0.png
290,JBR04514,IMG_LOT_CODE_SYMBOL_BW.png,JBR04514_L2_7_0.png
291,JBR04514,IMG_LOT_CODE_SYMBOL_BW.png,JBR04514_L2_7_1.png
292,JBR04514,IMG_LOT_CODE_SYMBOL_BW.png,JBR04514_L2_7_2.png
293,JBR04514,IMG_LOT_CODE_SYMBOL_BW.png,JBR04514_L2_9.png
294,JBR04515,IMG_LOT_CODE_SYMBOL_BW.png,JBR04515_L2_0_0.png
295,JBR04515,IMG_LOT_CODE_SYMBOL_BW.png,JBR04515_L2_3.png
296,JBR04515,IMG_LOT_CODE_SYMBOL_BW.png,JBR04515_L2_3_6.png
297,JBR04515,IMG_LOT_CODE_SYMBOL_BW.png,JBR04515_L2_4.png
298,JBR04515,IMG_LOT_CODE_SYMBOL_BW.png,JBR04515_L2_5.png
299,JBR04515,IMG_LOT_CODE_SYMBOL_BW.png,JBR04515_L2_9.png
300,JBR04516,IMG_LOT_CODE_SYMBOL_BW.png,JBR04516_L2_0_0.png
